timestamp,80° or below,81° to 82°,83° to 84°,85° to 86°,87° to 88°,89° or above
2026-04-26T14:02:00Z,5.00,,4.00,,,
2026-04-26T14:03:00Z,2.00,,8.40,,,
2026-04-26T14:04:00Z,2.00,,8.40,27.58,,40.00
2026-04-26T14:05:00Z,2.00,,8.40,27.58,,40.00
2026-04-26T14:06:00Z,2.00,2.00,2.00,9.00,41.50,2.00
2026-04-26T14:07:00Z,2.00,2.00,2.00,9.00,41.50,31.00
2026-04-26T14:08:00Z,2.00,2.00,2.00,18.00,29.00,33.21
2026-04-26T14:09:00Z,2.00,2.00,2.00,18.00,38.00,31.87
2026-04-26T14:10:00Z,2.00,2.00,11.90,12.00,36.00,34.00
2026-04-26T14:11:00Z,2.00,2.00,13.00,13.00,34.90,34.00
2026-04-26T14:12:00Z,2.00,2.00,13.00,13.00,34.90,34.00
2026-04-26T14:13:00Z,2.00,2.00,15.00,13.00,34.90,31.00
2026-04-26T14:14:00Z,2.00,2.00,15.00,13.00,35.00,31.00
2026-04-26T14:16:00Z,2.00,2.00,4.00,8.00,48.33,31.00
2026-04-26T14:18:00Z,2.00,2.00,3.00,14.00,48.33,31.00
2026-04-26T14:20:00Z,2.00,3.00,7.00,14.00,50.00,31.00
2026-04-26T14:21:00Z,1.00,2.00,2.22,12.23,50.00,33.87
2026-04-26T14:22:00Z,1.00,2.00,2.22,12.23,50.00,33.87
2026-04-26T14:23:00Z,1.00,2.00,2.22,12.23,50.00,40.00
2026-04-26T14:24:00Z,1.00,2.00,2.22,12.23,47.90,40.00
2026-04-26T14:25:00Z,1.00,2.00,4.00,12.50,47.90,45.00
2026-04-26T14:26:00Z,1.00,2.00,4.00,12.00,44.00,45.00
2026-04-26T14:28:00Z,1.00,2.00,4.00,12.00,42.00,38.57
2026-04-26T14:29:00Z,1.00,2.00,4.00,12.00,42.00,38.57
2026-04-26T14:30:00Z,1.00,3.00,4.00,13.00,44.53,36.93
2026-04-26T14:31:00Z,1.00,3.00,4.00,12.00,49.00,36.00
2026-04-26T14:33:00Z,1.00,3.00,4.00,12.00,44.00,36.00
2026-04-26T14:36:00Z,1.00,3.00,4.00,10.00,44.00,36.00
2026-04-26T14:40:00Z,1.00,3.00,4.00,10.00,45.00,36.00
2026-04-26T14:45:00Z,1.00,3.00,4.00,10.00,44.18,35.82
2026-04-26T14:46:00Z,1.00,3.00,4.93,12.00,44.18,38.00
2026-04-26T14:47:00Z,1.00,3.00,4.93,12.00,44.18,38.00
2026-04-26T14:48:00Z,1.00,3.00,5.98,11.00,44.18,38.00
2026-04-26T14:52:00Z,1.00,3.00,5.98,11.00,43.00,38.00
2026-04-26T14:53:00Z,2.00,3.00,5.98,11.00,43.00,38.00
2026-04-26T14:58:00Z,1.00,3.00,5.98,11.00,43.00,38.00
2026-04-26T15:01:00Z,1.00,3.00,5.98,11.00,43.00,38.00
2026-04-26T15:02:00Z,1.00,3.00,5.98,11.00,43.00,38.00
