timestamp,77° or below,78° to 79°,80° to 81°,82° to 83°,84° to 85°,86° or above
2026-04-23T14:01:00Z,,15.00,,,,
2026-04-23T14:02:00Z,4.00,9.06,,,,
2026-04-23T14:03:00Z,4.00,12.90,31.93,,,
2026-04-23T14:04:00Z,4.00,7.00,31.93,35.16,30.00,
2026-04-23T14:05:00Z,4.00,6.33,31.93,39.00,30.00,
2026-04-23T14:06:00Z,3.97,7.86,31.93,35.20,20.00,3.00
2026-04-23T14:07:00Z,4.00,11.42,30.00,35.20,20.00,29.00
2026-04-23T14:08:00Z,4.00,8.00,30.00,29.00,10.52,29.00
2026-04-23T14:09:00Z,4.00,8.00,26.00,29.00,10.00,29.00
2026-04-23T14:10:00Z,4.00,8.00,24.00,29.00,10.00,29.00
2026-04-23T14:11:00Z,4.00,7.00,25.00,34.54,12.50,8.78
2026-04-23T14:12:00Z,4.00,7.00,25.00,34.54,17.00,2.00
2026-04-23T14:13:00Z,4.00,7.00,26.00,38.43,17.87,2.00
2026-04-23T14:14:00Z,4.00,7.00,31.00,43.47,17.00,2.00
2026-04-23T14:15:00Z,4.00,7.00,31.00,42.00,17.00,2.00
2026-04-23T14:16:00Z,4.00,4.00,32.00,42.18,15.00,2.00
2026-04-23T14:17:00Z,4.00,4.00,32.00,42.18,15.00,2.00
2026-04-23T14:18:00Z,4.00,4.00,32.00,42.18,15.00,2.00
2026-04-23T14:19:00Z,4.00,4.00,25.00,42.18,15.00,2.00
2026-04-23T14:20:00Z,4.00,4.00,32.00,45.00,15.00,2.00
2026-04-23T14:23:00Z,3.00,4.00,32.00,45.00,15.00,2.00
2026-04-23T14:24:00Z,3.00,6.00,31.23,42.00,15.00,2.00
2026-04-23T14:25:00Z,3.00,4.00,31.23,42.00,15.00,2.00
2026-04-23T14:26:00Z,3.00,4.00,31.23,42.00,15.00,2.00
2026-04-23T14:27:00Z,3.00,4.00,33.00,42.00,15.00,2.00
2026-04-23T14:28:00Z,3.00,6.00,33.00,42.00,15.00,2.00
2026-04-23T14:29:00Z,3.00,6.00,34.00,42.00,15.00,2.00
2026-04-23T14:30:00Z,4.00,6.00,34.00,42.00,15.00,2.00
2026-04-23T14:31:00Z,3.00,7.00,34.00,42.00,14.00,2.00
2026-04-23T14:32:00Z,3.00,7.00,35.00,38.00,14.00,2.00
2026-04-23T14:33:00Z,3.00,7.00,35.00,38.00,14.00,2.00
2026-04-23T14:35:00Z,3.00,7.00,35.00,38.00,15.00,3.00
2026-04-23T14:37:00Z,3.00,7.00,35.00,39.00,15.00,3.00
2026-04-23T14:39:00Z,4.00,7.00,35.00,43.00,13.00,6.00
2026-04-23T14:40:00Z,4.00,7.00,35.00,43.00,13.00,6.00
2026-04-23T14:41:00Z,4.00,7.00,28.00,43.00,13.00,6.00
2026-04-23T14:42:00Z,4.00,7.00,28.00,43.00,13.00,6.00
2026-04-23T14:44:00Z,4.00,7.00,34.00,46.00,13.00,6.00
2026-04-23T14:45:00Z,4.00,7.00,34.00,46.00,13.00,6.00
2026-04-23T14:47:00Z,4.00,7.00,34.00,46.00,13.00,6.00
2026-04-23T14:48:00Z,4.00,6.00,34.00,46.00,13.00,6.00
2026-04-23T14:49:00Z,3.00,6.00,34.00,46.00,13.00,6.00
2026-04-23T14:50:00Z,3.00,6.00,34.00,47.75,13.00,6.00
2026-04-23T14:51:00Z,3.00,6.00,34.00,48.00,12.00,6.00
2026-04-23T14:52:00Z,4.00,6.00,34.00,48.00,12.00,6.00
2026-04-23T14:54:00Z,4.00,6.00,34.00,47.00,12.00,6.00
2026-04-23T14:55:00Z,3.00,6.00,34.00,47.00,12.00,6.00
2026-04-23T14:58:00Z,3.00,6.00,34.00,43.00,12.00,6.00
2026-04-23T14:59:00Z,4.00,6.00,34.00,43.00,12.00,6.00
2026-04-23T15:02:00Z,4.00,6.00,34.00,42.00,12.11,6.00
2026-04-23T15:03:00Z,4.00,7.00,34.00,42.00,12.11,6.00
2026-04-23T15:04:00Z,4.00,7.00,34.00,42.00,12.11,6.00
2026-04-23T15:05:00Z,4.00,7.00,34.00,43.00,12.11,6.00
2026-04-23T15:07:00Z,4.00,4.00,34.00,43.00,12.11,6.00
2026-04-23T15:11:00Z,4.00,4.00,34.00,43.00,12.11,6.00
2026-04-23T15:12:00Z,4.00,4.00,33.00,43.00,12.11,6.00
2026-04-23T15:14:00Z,4.00,4.00,33.00,43.00,12.11,6.00
2026-04-23T15:17:00Z,2.72,4.00,33.00,43.00,12.11,6.00
2026-04-23T15:19:00Z,4.00,4.00,33.00,43.00,12.00,6.00
2026-04-23T15:20:00Z,4.00,4.00,33.00,43.00,12.00,6.00
2026-04-23T15:21:00Z,2.00,4.00,33.00,43.00,12.00,6.00
2026-04-23T15:22:00Z,3.00,4.00,33.00,43.00,12.00,6.00
2026-04-23T15:23:00Z,3.00,4.00,33.00,43.00,12.00,5.00
2026-04-23T15:25:00Z,3.00,4.00,33.00,44.00,12.00,5.00
2026-04-23T15:26:00Z,3.00,4.00,32.00,44.00,12.00,4.00
2026-04-23T15:29:00Z,3.00,4.00,32.00,44.00,12.00,4.00
2026-04-23T15:30:00Z,3.00,4.00,33.00,44.00,12.00,4.00
2026-04-23T15:31:00Z,3.00,3.00,33.00,44.00,12.00,4.00
2026-04-23T15:32:00Z,3.00,3.00,33.00,44.00,12.00,4.00
2026-04-23T15:36:00Z,2.00,4.00,33.00,44.00,12.00,4.00
2026-04-23T15:38:00Z,2.00,4.00,33.00,42.00,12.00,4.00
2026-04-23T15:39:00Z,2.00,4.00,33.00,42.72,12.00,4.00
2026-04-23T15:45:00Z,2.00,4.00,32.00,42.72,12.00,4.00
2026-04-23T15:55:00Z,2.00,4.00,33.00,44.00,12.00,4.00
2026-04-23T15:59:00Z,2.00,4.00,33.00,44.00,12.00,4.00
2026-04-23T16:01:00Z,2.90,4.00,33.00,44.00,12.00,3.00
2026-04-23T16:02:00Z,2.90,4.00,33.00,44.00,12.00,3.00
2026-04-23T16:03:00Z,2.90,4.00,33.00,44.00,12.00,3.00
2026-04-23T16:05:00Z,2.90,4.00,33.00,44.00,12.00,3.00
2026-04-23T16:07:00Z,2.90,4.00,33.00,44.00,12.00,5.00
2026-04-23T16:09:00Z,2.90,4.00,33.00,44.00,12.00,5.00
2026-04-23T16:13:00Z,2.90,4.00,33.00,44.00,12.00,5.00
2026-04-23T16:18:00Z,2.90,4.00,33.00,44.00,12.00,5.00
2026-04-23T16:19:00Z,2.90,4.00,33.00,43.00,12.00,5.00
2026-04-23T16:21:00Z,2.90,4.00,33.00,43.00,12.00,5.00
2026-04-23T16:23:00Z,2.90,4.00,33.00,43.00,12.00,5.00
