timestamp,78° or below,79° to 80°,81° to 82°,83° to 84°,85° to 86°,87° or above
2026-05-02T14:01:00Z,,4.00,5.00,20.00,,73.00
2026-05-02T14:02:00Z,7.15,59.00,59.00,20.00,19.00,37.50
2026-05-02T14:04:00Z,7.15,59.00,59.00,34.00,19.00,12.00
2026-05-02T14:06:00Z,7.15,59.00,25.00,59.00,19.00,12.00
2026-05-02T14:07:00Z,5.00,16.00,22.47,59.00,29.00,13.08
2026-05-02T14:10:00Z,5.00,16.00,18.00,59.00,29.00,13.08
2026-05-02T14:11:00Z,2.00,15.00,20.40,55.00,24.60,10.20
2026-05-02T14:12:00Z,4.92,16.78,17.91,53.00,20.33,12.81
2026-05-02T14:13:00Z,4.92,16.78,17.91,53.00,20.33,15.00
2026-05-02T14:14:00Z,4.92,16.00,17.91,53.00,20.33,16.00
2026-05-02T14:15:00Z,4.92,16.00,25.34,53.00,20.33,16.00
2026-05-02T14:16:00Z,4.92,17.00,36.00,37.41,26.00,3.54
2026-05-02T14:17:00Z,2.00,12.62,19.45,50.50,28.00,10.16
2026-05-02T14:18:00Z,4.85,13.00,25.00,40.33,26.66,4.00
2026-05-02T14:20:00Z,2.00,7.81,25.16,56.00,26.00,7.00
2026-05-02T14:21:00Z,2.00,7.81,31.08,56.00,13.48,4.00
2026-05-02T14:22:00Z,2.00,7.81,34.00,56.00,10.00,5.00
2026-05-02T14:23:00Z,2.00,17.00,34.75,37.00,10.00,5.00
2026-05-02T14:24:00Z,2.00,17.00,34.00,34.00,12.00,5.00
2026-05-02T14:25:00Z,2.00,17.00,34.00,33.00,13.00,5.78
2026-05-02T14:26:00Z,2.00,17.00,34.00,33.00,11.00,5.78
2026-05-02T14:28:00Z,2.00,17.00,34.00,33.00,14.00,5.00
2026-05-02T14:29:00Z,2.00,16.90,34.00,34.00,14.00,6.00
2026-05-02T14:31:00Z,2.00,16.90,33.00,32.00,14.00,6.00
2026-05-02T14:32:00Z,2.00,16.90,32.21,32.00,14.00,6.00
2026-05-02T14:34:00Z,2.00,16.90,30.00,32.00,14.00,6.00
2026-05-02T14:35:00Z,2.00,16.90,30.00,31.00,14.00,6.00
2026-05-02T14:36:00Z,2.00,12.25,30.00,31.00,14.00,6.00
2026-05-02T14:37:00Z,2.00,12.25,30.00,31.00,14.00,4.66
2026-05-02T14:39:00Z,2.00,12.25,30.00,31.00,14.00,4.66
2026-05-02T14:43:00Z,2.00,12.25,29.00,31.00,14.00,4.66
2026-05-02T14:47:00Z,2.00,16.00,29.00,31.00,14.00,4.66
2026-05-02T15:01:00Z,2.00,16.00,29.00,31.00,14.00,4.66
2026-05-02T15:05:00Z,2.00,16.00,32.07,31.00,14.00,4.66
2026-05-02T15:09:00Z,2.00,16.00,31.00,31.00,14.00,4.66
2026-05-02T15:12:00Z,2.00,16.00,31.00,31.00,14.00,4.66
2026-05-02T15:15:00Z,2.00,16.00,31.22,31.00,14.00,4.66
2026-05-02T15:16:00Z,4.00,16.00,31.22,31.00,14.00,7.00
2026-05-02T15:20:00Z,2.16,16.00,31.22,31.00,14.00,7.00
2026-05-02T15:31:00Z,2.16,16.00,31.22,31.00,14.00,7.00
2026-05-02T15:32:00Z,2.16,16.00,31.22,31.00,14.00,7.00
2026-05-02T15:50:00Z,5.04,16.00,31.22,31.00,14.00,7.00
2026-05-02T15:57:00Z,5.04,16.00,31.00,31.00,14.00,7.00
2026-05-02T16:01:00Z,5.04,16.00,31.00,31.00,15.00,7.00
2026-05-02T16:02:00Z,5.04,16.00,33.00,30.00,15.00,7.00
2026-05-02T16:03:00Z,3.00,16.00,33.00,30.00,15.00,7.00
2026-05-02T16:04:00Z,3.00,16.00,33.00,30.00,15.00,6.00
2026-05-02T16:05:00Z,3.00,14.00,33.00,30.00,15.00,5.00
2026-05-02T16:06:00Z,3.00,14.00,31.00,30.00,14.00,5.00
2026-05-02T16:08:00Z,3.00,14.00,31.00,30.00,14.00,5.00
2026-05-02T16:22:00Z,3.00,14.11,31.00,30.00,14.00,5.00
2026-05-02T16:24:00Z,3.00,14.11,31.00,30.00,14.00,4.96
2026-05-02T16:28:00Z,3.00,14.11,31.00,30.00,14.00,2.00
2026-05-02T16:29:00Z,3.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:31:00Z,5.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:33:00Z,3.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:35:00Z,3.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:36:00Z,3.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:37:00Z,3.00,14.11,31.00,30.00,14.00,3.00
2026-05-02T16:40:00Z,3.00,15.00,31.00,30.00,14.00,3.00
2026-05-02T16:44:00Z,3.00,15.00,31.00,30.00,14.00,3.58
2026-05-02T16:45:00Z,4.00,17.95,35.00,30.00,14.00,3.58
2026-05-02T16:49:00Z,4.00,17.95,33.00,30.00,12.00,3.58
2026-05-02T16:51:00Z,4.00,17.95,32.00,30.00,12.00,3.58
2026-05-02T16:56:00Z,4.00,17.95,32.00,30.00,12.00,6.00
2026-05-02T17:01:00Z,4.00,17.95,32.00,30.00,11.00,6.00
2026-05-02T17:04:00Z,3.00,17.95,32.00,30.00,11.00,6.00
2026-05-02T17:08:00Z,3.00,17.95,32.00,30.00,11.00,5.00
2026-05-02T17:11:00Z,3.00,17.95,31.00,30.00,11.00,5.00
2026-05-02T17:14:00Z,3.00,17.95,31.00,30.00,11.00,5.00
2026-05-02T17:16:00Z,3.00,17.95,29.00,30.00,12.00,5.00
2026-05-02T17:23:00Z,3.00,17.95,29.00,30.00,12.00,5.00
2026-05-02T17:26:00Z,3.00,17.95,29.00,29.00,12.00,5.00
2026-05-02T17:32:00Z,3.00,17.95,29.00,29.00,12.00,5.00
2026-05-02T17:33:00Z,3.00,15.00,30.00,29.00,12.00,5.00
2026-05-02T17:34:00Z,2.00,15.00,30.00,29.00,12.00,5.00
2026-05-02T17:37:00Z,3.00,14.00,30.00,30.00,13.00,4.00
2026-05-02T17:39:00Z,3.00,14.00,30.00,30.00,13.00,5.00
2026-05-02T17:53:00Z,3.00,14.00,30.00,30.00,13.00,5.00
2026-05-02T17:55:00Z,3.00,11.00,30.00,30.45,13.00,5.00
2026-05-02T17:59:00Z,3.00,11.00,30.00,30.00,13.00,5.00
2026-05-02T18:03:00Z,3.00,11.00,30.00,30.00,14.00,6.78
2026-05-02T18:04:00Z,2.00,11.00,30.00,30.00,14.00,6.78
2026-05-02T18:06:00Z,2.00,11.00,30.00,30.00,14.00,7.00
2026-05-02T18:07:00Z,2.00,11.00,30.00,30.00,14.00,7.00
2026-05-02T18:08:00Z,2.00,11.00,30.00,30.00,14.00,7.00
2026-05-02T18:09:00Z,2.00,11.00,30.00,30.00,14.00,3.00
2026-05-02T18:16:00Z,2.00,11.00,30.00,30.00,15.00,3.00
2026-05-02T18:21:00Z,2.00,11.00,31.00,30.00,15.00,3.00
2026-05-02T18:27:00Z,2.00,11.00,31.00,29.00,15.00,7.00
2026-05-02T18:35:00Z,2.00,11.00,31.00,29.00,15.00,7.00
2026-05-02T18:39:00Z,2.00,11.00,31.00,29.00,15.00,4.00
2026-05-02T18:42:00Z,2.00,11.00,31.00,29.00,15.00,4.00
2026-05-02T18:45:00Z,2.00,15.00,31.00,30.00,15.00,4.00
2026-05-02T18:47:00Z,2.00,15.00,31.00,30.00,14.00,4.00
2026-05-02T18:52:00Z,2.00,15.00,31.00,29.00,14.00,4.00
2026-05-02T18:54:00Z,2.00,15.00,31.00,29.00,14.00,4.00
2026-05-02T19:01:00Z,2.00,15.00,31.00,29.00,14.00,4.00
2026-05-02T19:02:00Z,2.00,15.00,31.00,29.00,14.00,5.00
2026-05-02T19:03:00Z,2.00,15.00,30.00,30.00,14.00,5.00
2026-05-02T19:05:00Z,2.00,15.00,30.00,30.00,14.00,9.00
2026-05-02T19:06:00Z,2.00,15.00,30.00,30.00,14.00,9.00
2026-05-02T19:09:00Z,2.00,15.00,30.00,30.00,15.00,10.00
2026-05-02T19:10:00Z,2.00,15.00,30.00,29.00,15.00,4.00
2026-05-02T19:16:00Z,2.00,15.00,30.00,29.00,15.00,4.00
2026-05-02T19:17:00Z,2.00,15.00,32.05,29.00,15.00,4.00
2026-05-02T19:18:00Z,3.00,15.00,33.00,29.00,15.00,4.00
2026-05-02T19:20:00Z,3.00,15.00,33.00,29.00,15.00,4.00
2026-05-02T19:22:00Z,4.00,15.00,33.00,29.00,15.00,4.00
2026-05-02T19:33:00Z,4.00,15.00,33.00,28.00,15.00,4.00
2026-05-02T19:36:00Z,4.00,15.00,33.00,28.00,15.00,9.00
2026-05-02T19:37:00Z,3.00,15.00,33.00,28.00,15.00,9.00
2026-05-02T19:40:00Z,3.00,15.00,33.00,27.00,15.00,3.00
2026-05-02T19:45:00Z,3.00,15.00,33.00,27.00,15.00,7.00
2026-05-02T19:46:00Z,3.00,15.00,33.00,25.00,15.00,7.00
2026-05-02T19:56:00Z,3.00,15.00,33.00,25.00,15.00,7.00
2026-05-02T19:59:00Z,3.00,15.00,33.00,28.00,16.00,7.00
2026-05-02T20:01:00Z,3.00,15.00,33.00,28.00,15.00,4.00
2026-05-02T20:02:00Z,4.88,15.00,33.00,24.00,15.00,8.00
2026-05-02T20:03:00Z,6.00,15.00,33.00,24.00,15.00,8.00
2026-05-02T20:04:00Z,6.00,15.00,33.00,23.00,15.00,8.00
2026-05-02T20:05:00Z,6.00,15.00,33.00,17.45,15.00,8.00
2026-05-02T20:06:00Z,6.00,15.00,31.00,17.45,15.00,3.00
2026-05-02T20:07:00Z,6.00,15.00,32.00,17.45,15.00,3.00
2026-05-02T20:10:00Z,5.00,15.00,32.00,17.45,15.00,3.00
2026-05-02T20:11:00Z,5.00,15.00,32.00,13.00,15.00,3.00
2026-05-02T20:12:00Z,5.00,15.00,32.00,13.00,15.00,3.00
2026-05-02T20:13:00Z,5.00,15.00,32.00,13.00,15.00,5.00
2026-05-02T20:16:00Z,5.00,15.00,32.00,13.00,15.00,12.00
2026-05-02T20:17:00Z,5.00,15.00,32.00,13.00,15.00,12.00
2026-05-02T20:18:00Z,5.00,15.00,33.00,13.00,15.00,12.00
2026-05-02T20:19:00Z,5.00,15.00,33.00,13.00,15.00,7.00
2026-05-02T20:21:00Z,5.00,15.00,33.00,26.00,15.00,7.00
2026-05-02T20:30:00Z,5.00,15.00,33.00,26.00,15.00,7.00
2026-05-02T20:34:00Z,5.00,15.00,33.00,25.00,15.00,7.00
2026-05-02T20:35:00Z,5.00,15.00,33.00,25.00,15.00,7.00
2026-05-02T20:41:00Z,5.00,15.00,33.00,25.00,15.00,5.00
2026-05-02T20:42:00Z,7.53,15.00,33.00,25.00,15.00,5.00
2026-05-02T20:46:00Z,7.53,15.00,33.00,25.00,15.00,5.00
2026-05-02T20:52:00Z,7.53,15.00,33.00,25.00,15.00,5.00
2026-05-02T20:57:00Z,7.53,15.00,33.00,25.00,15.00,6.00
2026-05-02T20:59:00Z,5.00,15.00,33.00,25.00,15.00,6.00
2026-05-02T21:01:00Z,5.00,15.00,32.00,25.00,15.00,6.00
2026-05-02T21:02:00Z,4.24,15.00,32.00,25.00,15.00,6.00
2026-05-02T21:06:00Z,4.24,17.00,32.00,25.00,15.00,6.00
2026-05-02T21:08:00Z,4.24,17.00,32.00,24.00,15.00,6.00
2026-05-02T21:10:00Z,4.24,17.00,32.00,24.00,15.00,6.47
2026-05-02T21:11:00Z,4.24,17.00,32.00,24.00,15.00,5.00
2026-05-02T21:12:00Z,4.24,17.00,32.00,24.00,15.00,5.00
2026-05-02T21:18:00Z,4.24,17.00,33.88,24.00,15.00,5.00
2026-05-02T21:19:00Z,4.24,17.00,35.00,24.00,15.00,5.00
2026-05-02T21:35:00Z,4.24,14.00,35.00,24.00,15.00,6.00
2026-05-02T21:41:00Z,4.24,14.00,35.00,24.00,15.00,5.00
2026-05-02T21:43:00Z,2.00,14.00,35.00,24.00,15.00,5.00
2026-05-02T21:44:00Z,6.20,14.00,35.00,24.00,15.00,5.00
2026-05-02T21:53:00Z,6.20,14.00,35.00,28.70,15.00,6.00
2026-05-02T21:54:00Z,6.20,14.00,35.00,28.70,15.07,6.00
2026-05-02T21:55:00Z,6.20,14.00,35.00,28.70,15.07,4.45
2026-05-02T22:12:00Z,6.20,14.00,35.00,27.00,15.07,4.45
2026-05-02T22:13:00Z,6.20,14.00,35.00,28.88,15.07,4.45
2026-05-02T22:14:00Z,6.20,14.00,35.00,29.00,15.07,4.45
2026-05-02T22:15:00Z,3.00,14.00,35.00,29.00,15.07,4.00
2026-05-02T22:16:00Z,3.00,14.00,35.00,29.00,15.07,4.00
2026-05-02T22:17:00Z,3.00,14.00,35.00,27.33,15.07,4.00
2026-05-02T22:19:00Z,3.00,14.00,35.00,29.00,15.07,4.00
2026-05-02T22:40:00Z,3.00,14.00,35.00,29.00,19.39,4.00
2026-05-02T22:44:00Z,5.20,14.00,35.00,29.00,19.39,4.00
